model,device,lr,batch_size,epochs,train_loss,val_loss,iid_val_iou,iid_test_iou,ood_iou,consistency,epoch
DeepLab,cuda,[9.861849601988384e-06],8,250,0.102595857232809,0.2521086287498474,0.8240493535995483,0.8443236351013184,0.4898196756839752,0.7418980965763331,166.0
DeepLab,cuda,[9.842915805643156e-06],8,250,0.0993874077871441,0.2447628490999341,0.8157842755317688,0.8450910449028015,0.4857590794563293,0.7512552824243903,167.0
DeepLab,cuda,[9.822787092288991e-06],8,250,0.1012207375839352,0.2504639832675457,0.8184463381767273,0.8379685282707214,0.4986306428909302,0.7478500325232744,168.0
DeepLab,cuda,[9.801468428384716e-06],8,250,0.0974697893485427,0.2424181283637881,0.8195917010307312,0.8405364751815796,0.4934823513031006,0.7542033183947205,169.0
DeepLab,cuda,[9.778965073991652e-06],8,250,0.0948802433162927,0.2408833156898617,0.8215012550354004,0.8415254354476929,0.4946549534797668,0.7584280072897672,170.0
DeepLab,cuda,[9.755282581475769e-06],8,250,0.0907907604798674,0.2430087840743363,0.8208900690078735,0.8420997858047485,0.4758013486862182,0.7511255783587694,171.0
DeepLab,cuda,[9.730426794137727e-06],8,250,0.1067840806022286,0.2504238351806998,0.8158414363861084,0.8413742780685425,0.4761161804199219,0.7474798131361604,172.0
DeepLab,cuda,[9.704403844771128e-06],8,250,0.0994988161697983,0.2323874757811427,0.827593207359314,0.8443711996078491,0.4782634973526001,0.7638199363276362,173.0
DeepLab,cuda,[9.677220154149338e-06],8,250,0.0954012758657336,0.2316616927087307,0.8244280219078064,0.8362661004066467,0.4928294718265533,0.7675379733741283,174.0
DeepLab,cuda,[9.648882429441258e-06],8,250,0.0945462111383676,0.2508270390331745,0.8231361508369446,0.827857494354248,0.4986310601234436,0.740179734453559,175.0
DeepLab,cuda,[9.619397662556434e-06],8,250,0.0971784872934222,0.2494681404531002,0.8145709037780762,0.8362981677055359,0.4945182502269745,0.7552939233183861,176.0
DeepLab,cuda,[9.588773128419907e-06],8,250,0.1018598288297653,0.2498400024697184,0.8179144263267517,0.8402546644210815,0.4961211681365967,0.7449771365895868,177.0
DeepLab,cuda,[9.557016383177226e-06],8,250,0.0963053676113486,0.241186283417046,0.8107013702392578,0.8324787020683289,0.4791819453239441,0.7631471917405724,178.0
DeepLab,cuda,[9.524135262330098e-06],8,250,0.0961926779150962,0.2384834420681,0.8189901113510132,0.8394641280174255,0.4976220428943634,0.7559378236159682,179.0
DeepLab,cuda,[9.490137878803078e-06],8,250,0.0938781529664993,0.2398318357765674,0.822112500667572,0.8315638899803162,0.4975338280200958,0.7559960917383433,180.0
DeepLab,cuda,[9.45503262094184e-06],8,250,0.0934492915868759,0.2461195443943143,0.8155856132507324,0.8411702513694763,0.4786335229873657,0.7514339120313525,181.0
DeepLab,cuda,[9.418828150443469e-06],8,250,0.0928032962977886,0.2503269066289067,0.8078896999359131,0.8418732285499573,0.5065833330154419,0.7463554830476642,182.0
DeepLab,cuda,[9.381533400219319e-06],8,250,0.0925889617949724,0.2378488969430327,0.829569399356842,0.8410625457763672,0.517014741897583,0.7534715764224529,183.0
DeepLab,cuda,[9.343157572190957e-06],8,250,0.0904339193180203,0.2237215924263,0.8252329230308533,0.8412501811981201,0.512164831161499,0.7731836187466979,184.0
DeepLab,cuda,[9.30371013501972e-06],8,250,0.0911344581097364,0.2376558492705226,0.8238374590873718,0.839641273021698,0.516559898853302,0.7584713753312826,185.0
DeepLab,cuda,[9.263200821770462e-06],8,250,0.0954126007854938,0.2410438714176416,0.8263055682182312,0.8424625396728516,0.5028042197227478,0.7550564282014967,186.0
DeepLab,cuda,[9.221639627510076e-06],8,250,0.0898880103975534,0.2306155271083116,0.8246096968650818,0.8369249105453491,0.4979964792728424,0.7649590478278696,187.0
DeepLab,cuda,[9.179036806841352e-06],8,250,0.0876173809170723,0.2397046542540192,0.8241946697235107,0.8394864797592163,0.5010601878166199,0.7535041951760649,188.0
DeepLab,cuda,[9.13540287137281e-06],8,250,0.0951131368800997,0.235867243297398,0.8235563039779663,0.836873471736908,0.5192890763282776,0.7598717202991248,189.0
DeepLab,cuda,[9.090748587125118e-06],8,250,0.0926502873376011,0.2287862583622336,0.8230533003807068,0.8338071703910828,0.5086770057678223,0.7702106340974569,190.0
DeepLab,cuda,[9.045084971874738e-06],8,250,0.0924465765804052,0.2348161624744534,0.821847140789032,0.8374454379081726,0.5059134364128113,0.764692864716053,191.0
DeepLab,cuda,[8.998423292435455e-06],8,250,0.0929496989771723,0.2353670380637049,0.8202255368232727,0.8366852402687073,0.498357892036438,0.7654955808073283,192.0
DeepLab,cuda,[8.950775061878451e-06],8,250,0.0913591573759913,0.2362441578507423,0.812262773513794,0.8433189392089844,0.5034043192863464,0.7617339006438851,193.0
DeepLab,cuda,[8.902152036691649e-06],8,250,0.0865906405821442,0.2366805381141603,0.811268150806427,0.8452829122543335,0.5132709741592407,0.7610906552709639,194.0
DeepLab,cuda,[8.852566213878947e-06],8,250,0.0891238482296466,0.2338876989111304,0.8120867013931274,0.8433012366294861,0.514362096786499,0.7704608365148305,195.0
DeepLab,cuda,[8.802029828000157e-06],8,250,0.0863608925044536,0.2425738670304417,0.8156203627586365,0.8470090627670288,0.5152822732925415,0.7684375824779273,196.0
DeepLab,cuda,[8.750555348152299e-06],8,250,0.0910554073005914,0.2340281589329242,0.8146143555641174,0.8453196883201599,0.519200325012207,0.7709486987441778,197.0
DeepLab,cuda,[8.698155474893048e-06],8,250,0.0861529722064733,0.2306525733694434,0.8134735822677612,0.8427699208259583,0.5160489678382874,0.7732581269368529,198.0
DeepLab,cuda,[8.644843137107058e-06],8,250,0.0879557289183139,0.2460581650584936,0.8109458684921265,0.8479167819023132,0.5162127614021301,0.7495124159753322,199.0
DeepLab,cuda,[8.590631488815945e-06],8,250,0.0865320955961942,0.2369700587168336,0.8098095655441284,0.8477023243904114,0.5099012851715088,0.7665518144518138,200.0
DeepLab,cuda,[8.535533905932739e-06],8,250,0.0857585272192955,0.2375599862635135,0.8169994950294495,0.846101701259613,0.5055743455886841,0.7610988264903427,201.0
DeepLab,cuda,[8.479563982961572e-06],8,250,0.0855685694515705,0.2385206430405378,0.8242504596710205,0.8457523584365845,0.5223720073699951,0.7520967761054635,202.0
DeepLab,cuda,[8.422735529643445e-06],8,250,0.0909316588565707,0.2212887275218963,0.8269115686416626,0.845035195350647,0.5216032266616821,0.776237804144621,203.0
DeepLab,cuda,[8.365062567548868e-06],8,250,0.0899343663454055,0.2444289293512702,0.8151765465736389,0.8486883044242859,0.5173836350440979,0.7529274696856737,204.0
DeepLab,cuda,[8.30655932661826e-06],8,250,0.0882741992548108,0.2393670696765184,0.817686140537262,0.8445332050323486,0.5285882949829102,0.7573242374882102,205.0
DeepLab,cuda,[8.24724024165092e-06],8,250,0.0883220185711979,0.236888436563313,0.8187205791473389,0.8486453890800476,0.5270563960075378,0.7573794812336564,206.0
DeepLab,cuda,[8.18711994874345e-06],8,250,0.0805469917878508,0.2398844347149133,0.8243999481201172,0.8412293195724487,0.5303698778152466,0.7530949579365551,207.0
DeepLab,cuda,[8.126213281678527e-06],8,250,0.087156223244965,0.2391364085115492,0.8198236227035522,0.8455994129180908,0.5194909572601318,0.7662264798209071,208.0
DeepLab,cuda,[8.064535268264883e-06],8,250,0.0819167954847216,0.2430550907924771,0.8179247379302979,0.8458160161972046,0.5253441333770752,0.7511109457537531,209.0
DeepLab,cuda,[8.002101126629422e-06],8,250,0.0845583799108862,0.2357791969925165,0.8241007924079895,0.8387006521224976,0.5219246745109558,0.7698062124475837,210.0
DeepLab,cuda,[7.938926261462368e-06],8,250,0.0854275052994489,0.246110408809036,0.8139268755912781,0.8399099111557007,0.5293033123016357,0.7561466997861862,211.0
DeepLab,cuda,[7.875026260216395e-06],8,250,0.0818722447752952,0.2459860618039965,0.8200584650039673,0.8316799402236938,0.5297346115112305,0.7497361376136542,212.0
DeepLab,cuda,[7.810416889260654e-06],8,250,0.0852809437364339,0.2431028170138597,0.8176465630531311,0.8404189348220825,0.5184271931648254,0.7484151321649551,213.0
DeepLab,cuda,[7.74511408999066e-06],8,250,0.0846550832688808,0.2388925622031092,0.8178771138191223,0.8357701897621155,0.5256342887878418,0.7597229728475213,214.0
DeepLab,cuda,[7.679133974894984e-06],8,250,0.0825563560426235,0.229784339852631,0.8161708116531372,0.8337613940238953,0.5236992835998535,0.7670218762755394,215.0
DeepLab,cuda,[7.612492823579744e-06],8,250,0.0826329101994633,0.2300719774886965,0.8192024230957031,0.836749792098999,0.5346022844314575,0.7683486675098539,216.0
DeepLab,cuda,[7.545207078751858e-06],8,250,0.0856234273687005,0.2355306074023246,0.819060742855072,0.8291596174240112,0.5298032760620117,0.7655447211116553,217.0
DeepLab,cuda,[7.477293342162038e-06],8,250,0.0830813527479767,0.2483045990020036,0.8166002631187439,0.8331589698791504,0.5259459614753723,0.747635153271258,218.0
DeepLab,cuda,[7.408768370508577e-06],8,250,0.0845237044617533,0.2352052875608205,0.8145176768302917,0.8341854810714722,0.5104309916496277,0.7668683412671089,219.0
DeepLab,cuda,[7.3396490713028674e-06],8,250,0.0826409944146871,0.2276516516506672,0.8255969882011414,0.834540605545044,0.5149000883102417,0.7734528836980462,220.0
DeepLab,cuda,[7.269952498697734e-06],8,250,0.0790926232561469,0.2442725276201963,0.8248289227485657,0.8420835137367249,0.5123371481895447,0.748970664665103,221.0
DeepLab,cuda,[7.1996958492795755e-06],8,250,0.0793852991238236,0.2279594446718692,0.8231742978096008,0.8396220207214355,0.5127045512199402,0.7710355900973082,222.0
DeepLab,cuda,[7.128896457825364e-06],8,250,0.0771410138905048,0.2295631488412618,0.8276487588882446,0.8380508422851562,0.5106189250946045,0.7657010531798005,223.0
DeepLab,cuda,[7.057571793025545e-06],8,250,0.0801151041686534,0.2311532058566808,0.8298898339271545,0.8384475708007812,0.5145239233970642,0.7647134944237769,224.0
DeepLab,cuda,[6.985739453173903e-06],8,250,0.0752377961948514,0.2206241936981678,0.8203868865966797,0.8449861407279968,0.5131118297576904,0.7808658669888973,225.0
DeepLab,cuda,[6.913417161825449e-06],8,250,0.0791534968465566,0.2263695307448506,0.8226942420005798,0.8429937958717346,0.5132331252098083,0.7725767348706722,226.0
DeepLab,cuda,[6.840622763423391e-06],8,250,0.0833699376508593,0.2352192459255457,0.8168237209320068,0.8430880904197693,0.5080592036247253,0.7609140020608902,227.0
DeepLab,cuda,[6.767374218896286e-06],8,250,0.0759044485166668,0.2374282993003726,0.8219736218452454,0.8401453495025635,0.5144237279891968,0.7638767278566957,228.0
DeepLab,cuda,[6.693689601226458e-06],8,250,0.077286972105503,0.2294283139705658,0.8236469030380249,0.844038188457489,0.5100516676902771,0.7648994328081608,229.0
DeepLab,cuda,[6.619587090990748e-06],8,250,0.0818428049236536,0.2259115262329578,0.8243089914321899,0.8406233787536621,0.5193275809288025,0.772448964677751,230.0
DeepLab,cuda,[6.545084971874738e-06],8,250,0.0798827764764428,0.2284180942550301,0.8195140361785889,0.8431388139724731,0.5125299692153931,0.7674468845129013,231.0
DeepLab,cuda,[6.470201626161521e-06],8,250,0.0792953711748123,0.2442745457589626,0.8207056522369385,0.8398484587669373,0.5156447887420654,0.7517785954847932,232.0
DeepLab,cuda,[6.3949555301961474e-06],8,250,0.0798034880682826,0.2288072768040001,0.8140209913253784,0.8445298671722412,0.5051277875900269,0.7681986531056464,233.0
DeepLab,cuda,[6.319365249826864e-06],8,250,0.0800179775804281,0.2521743275597691,0.817960798740387,0.8440680503845215,0.5140182971954346,0.7438719529286026,234.0
DeepLab,cuda,[6.243449435824273e-06],8,250,0.0780352072045207,0.2332455319911241,0.8217176198959351,0.8483562469482422,0.5180124044418335,0.7614216722920537,235.0
DeepLab,cuda,[6.1672268192795285e-06],8,250,0.0808676953613758,0.239468437358737,0.8181089758872986,0.8430228233337402,0.502637505531311,0.757821186594665,236.0
DeepLab,cuda,[6.090716206982714e-06],8,250,0.0771246086433529,0.2300244478881359,0.8118969798088074,0.8418430089950562,0.4992812871932983,0.7696125402674079,237.0
DeepLab,cuda,[6.0139364767825635e-06],8,250,0.0769738816469907,0.221759273558855,0.8167495727539062,0.8442270159721375,0.5115710496902466,0.7760087836906314,238.0
DeepLab,cuda,[5.936906572928625e-06],8,250,0.0766412347182631,0.2253951194882393,0.8271316289901733,0.8418897986412048,0.5126388072967529,0.7699507216364145,239.0
DeepLab,cuda,[5.859645501397048e-06],8,250,0.0764620753377676,0.2264416825398802,0.8234558701515198,0.848045289516449,0.5004665851593018,0.7685198343545199,240.0
DeepLab,cuda,[5.782172325201155e-06],8,250,0.07613729249686,0.2279787542670965,0.8263466358184814,0.8455514311790466,0.5156245231628418,0.7661810920014978,241.0
DeepLab,cuda,[5.704506159687915e-06],8,250,0.0782310350984334,0.234480360224843,0.8296748995780945,0.8496459722518921,0.5195011496543884,0.7587089516967536,242.0
DeepLab,cuda,[5.6266661678215225e-06],8,250,0.0791983100026846,0.234107829593122,0.814124584197998,0.8467711806297302,0.5083245635032654,0.765460372120142,243.0
DeepLab,cuda,[5.548671555455227e-06],8,250,0.0728325080499053,0.2277511190064251,0.81667160987854,0.846036970615387,0.5093319416046143,0.7695477349869907,244.0
DeepLab,cuda,[5.470541566592572e-06],8,250,0.0751678609848022,0.2330582677945494,0.8190029859542847,0.8460140228271484,0.5079590082168579,0.7647513164952398,245.0
DeepLab,cuda,[5.392295478639226e-06],8,250,0.07611183591187,0.2222117475420236,0.8236615657806396,0.8492189049720764,0.5145859718322754,0.7788399437814951,246.0
DeepLab,cuda,[5.3139525976465675e-06],8,250,0.0779480627551674,0.231572422683239,0.8247554898262024,0.8513160943984985,0.5222240090370178,0.7642709895595908,247.0
DeepLab,cuda,[5.235532253548213e-06],8,250,0.0780477167293429,0.2188948195427656,0.8266903162002563,0.8509098291397095,0.5209965109825134,0.7869800305180251,248.0
DeepLab,cuda,[5.157053795390642e-06],8,250,0.07263071555644274,0.21469563350081444,0.8229678273200989,0.8500818610191345,0.5119138360023499,0.7845238138735294,249.0
